index,word,word_sense,hypernyms,hyponyms
533,area,area.n.02,topic content cognition psychological feature abstraction entity,grey area territory 
534,area,area.n.03,body part part thing physical entity entity,area of cardiac dullness areola cleavage cortical area epigastrium erogenous zone fovea groin half-moon hypochondrium macula middle palm parafovea perineum pressure point pubes quick side sole thenar waist 
535,sphere,sphere.n.01,environment situation state attribute abstraction entity,distaff front kingdom lap political arena preserve province 
536,area,area.n.05,structure artifact whole object physical entity entity,aisle auditorium baggage claim box breakfast area bullpen chancel choir corner court dead-air space dining area enclosure goalmouth hideaway nave orchestra pit panopticon patio pit pit press gallery pull-off quad room second balcony storage space threshing floor turnaround 
537,area,area.n.06,extent magnitude property attribute abstraction entity,acreage balk erasure footprint section space space 
538,vine,vine.n.01,vascular plant plant organism living thing whole object physical entity entity,allamanda australian pea barbados gooseberry bindweed birthwort bittersweet black-eyed susan black bryony blue pea boston ivy bougainvillea bower actinidia bryony bullbrier butterfly pea butterfly pea calabar-bean vine chinese gooseberry clematis climber climbing corydalis climbing fumitory climbing hempweed cock's eggs convolvulus coral pea cross vine cruel plant derris root dichondra dodder elephant's-foot evergreen bittersweet everlasting pea german ivy gourd grape ground ivy groundnut heath pea hog peanut hop hoya hyacinth bean ivy jack bean japanese bittersweet kudzu liana luffa moonseed morning glory negro vine nepal trumpet flower partridgeberry passionflower potato potato tree potato vine potato vine salsilla salsilla sarsaparilla semi-climber silk vine silver lace vine silvervine silverweed smilax soapberry vine soma squash star jasmine sweet pea sword bean true pepper uruguay potato vetchling virginia creeper western australia coral pea wild potato wild yam winged bean wisteria yam yam bean yam bean yellow jasmine 
539,fern,fern.n.01,pteridophyte vascular plant plant organism living thing whole object physical entity entity,adder's tongue annual fern aquatic fern bamboo fern basket fern bear's-paw fern beech fern bird's nest fern bladder fern bracken bracken brake bristle fern button fern button fern chain fern christella christmas fern cliff brake climbing bird's nest fern climbing fern crape fern crepe fern curly grass davallia doodia false bracken felt fern filmy fern flowering fern flowering fern giant scrambling fern gold fern golden fern golden fern golden polypody grape fern grass fern hand fern hard fern hart's-tongue hart's-tongue hay-scented holly fern holly fern indian button fern lace fern lady fern leather fern lecanopteris limestone fern lip fern maidenhair marsh fern massachusetts fern mountain fern new york fern oak fern oleander fern ostrich fern pecopteris pine fern polypody potato fern potato fern pteris cretica ribbon fern rock brake scale fern scented fern schaffneria nigripes scolopendrium sensitive fern shield fern silver fern silver fern silvery spleenwort silvery spleenwort snake polypody spider brake spleenwort staghorn fern strap fern sword fern tree fern umbrella fern wood fern woodsia 
540,orchid,orchid.n.01,flower angiosperm spermatophyte vascular plant plant organism living thing whole object physical entity entity,aerides angrecum arethusa bee orchid bletia bletilla striata brassavola broad-leaved twayblade butterfly orchid butterfly orchid butterfly orchid caladenia calanthe calypso cattleya coelogyne common spotted orchid coral root crested coral root cymbid cypripedia dendrobium disa epidendron fen orchid fly orchid fly orchid foxtail orchid fragrant orchid fringed orchis frog orchid frog orchid grass pink greater butterfly orchid green adder's mouth helleborine helleborine helmet orchid helmetflower indian crocus jewel orchid jumping orchid ladies' tresses lady's slipper laelia lesser butterfly orchid lesser twayblade liparis lizard orchid marsh orchid masdevallia maxillaria moth orchid odontoglossum oncidium orange-blossom orchid orchis pansy orchid phaius phantom orchid pleurothallis pogonia prairie white-fringed orchid puttyroot rattlesnake orchid rattlesnake plantain rein orchid rosebud orchid satyr orchid short-spurred fragrant orchid sobralia spider orchid spider orchid spider orchid spreading pogonia stanhopea stelis swan orchid tangle orchid texas purple spike tongueflower tulip orchid twayblade twayblade vanda vanilla venus' slipper 
541,addition,addition.n.03,indefinite quantity measure abstraction entity,accretion 
542,increase,increase.n.02,change happening event psychological feature abstraction entity,augmentation concentration explosion jump runup waxing 
543,increase,increase.n.03,process physical entity entity,accession accretion accretion accretion accretion multiplication population growth proliferation pullulation relaxation widening 
544,increase,increase.n.04,amount magnitude property attribute abstraction entity,amplification fare increase price increase raise rise supplement tax-increase up-tick 
545,increase,increase.n.05,change of magnitude change action act event psychological feature abstraction entity,accumulation addition advance aggrandizement amplification appreciation augmentation escalation exaggeration expansion expansion inclusion intensification intensification maximization split strengthening surge 
546,increase,increase.v.01,change magnitude change,accrue accumulate add add to appreciate broaden crescendo explode gain grow intensify intensify pullulate pyramid shoot up snowball spike swell wax wax widen 
547,increase,increase.v.02,change,augment blow up boost boost build up build up enlarge escalate extend heighten heighten inflate kite lengthen maximize multiply raise regenerate rev up rev up up widen 
548,room,room.n.01,area structure artifact whole object physical entity entity,anechoic chamber anteroom back room ballroom barroom bathroom bedroom belfry billiard room boardroom cardroom cell cell chamber checkroom classroom clean room cloakroom closet clubroom compartment conference room control room court cubby cutting room darkroom den dinette dining room door dressing room durbar engineering floor furnace room gallery gallery greenroom guardroom hall hospital room kitchen library living room locker room lounge manor hall poolroom presence chamber rathole reading room reception room recreation room rotunda scriptorium scullery sewing room shipping room shower room sickbay sickroom smoking room squad room squad room steam bath storeroom study sun parlor surgery television room test room toilet torture chamber vestry walk-in war room workroom 
549,room,room.n.02,position relation abstraction entity,breathing room headroom houseroom living space parking sea room seating standing room 
550,room,room.n.03,opportunity possibility being state attribute abstraction entity,
551,room,room.n.04,gathering social group group abstraction entity,
552,board,board.v.02,populate be,
553,compound,compound.n.01,whole concept idea content cognition psychological feature abstraction entity,
554,compound,compound.n.02,chemical material substance matter physical entity entity,acceptor acid adduct allomorph aluminate ammine anhydride anionic compound antiknock arsenide azide base benzofuran binary compound bitter principle buffer calcium-cyanamide carbon disulfide carbonyl caustic cementite chloride chloropicrin chromogen cofactor complex corrosive defoliant depilatory derivative dimer enamel enantiomorph exotherm fixing agent flavone formulation goitrogen heterocyclic compound hydrate hydrogen cyanide hydroxide hydroxide incense inorganic compound iodocompound isomer manganese tetroxide menthol monomer nitrate nitride nitrogen mustard organic compound oxide ozonide polymer pregnanediol preservative quinone repellent repellent salt silicide siloxane solvate sternutator stripper sulfide synthetic taurine telluride tenderizer tetrachloride triazine vanillin yellowcake 
554,compound,compound.n.02,chemical material substance part relation abstraction entity,acceptor acid adduct allomorph aluminate ammine anhydride anionic compound antiknock arsenide azide base benzofuran binary compound bitter principle buffer calcium-cyanamide carbon disulfide carbonyl caustic cementite chloride chloropicrin chromogen cofactor complex corrosive defoliant depilatory derivative dimer enamel enantiomorph exotherm fixing agent flavone formulation goitrogen heterocyclic compound hydrate hydrogen cyanide hydroxide hydroxide incense inorganic compound iodocompound isomer manganese tetroxide menthol monomer nitrate nitride nitrogen mustard organic compound oxide ozonide polymer pregnanediol preservative quinone repellent repellent salt silicide siloxane solvate sternutator stripper sulfide synthetic taurine telluride tenderizer tetrachloride triazine vanillin yellowcake 
555,compound,compound.n.03,enclosure area structure artifact whole object physical entity entity,
556,intensify,intensify.v.02,increase change magnitude change,amplify enhance fan heat up sharpen sharpen 
557,compound,compound.v.02,add increase change magnitude change,mix recombine synthesize totalize 
558,compound,compound.v.03,account,
559,compound,compound.v.04,assemble join connect,
559,compound,compound.v.04,assemble make,
560,compound,compound.v.05,mix change,carburet heterodyne integrate sulfurette 
561,compound,compound.a.01, ,
562,compound,compound.s.02, ,
563,colonial,colonial.s.03, ,
564,system,system.n.01,instrumentality artifact whole object physical entity entity,audio system communication system computer system containment control system data system drainage system exhaust explosive detection system explosive trace detection guidance system hookup inertial guidance system lockage maze mechanical system navigational system network network propulsion system resonator scaffolding security system selsyn shipboard system solar thermal system sprinkler system synchromesh 
565,system,system.n.02,group abstraction entity,body dragnet economy ecosystem judiciary language system machinery network nonlinear system organism rootage shebang social organization solar system subsystem syntax water system 
566,system,system.n.03,matter physical entity entity,
567,system,system.n.04,method know-how ability cognition psychological feature abstraction entity,accounting anthroposophy discipline ethic frame of reference gambling system government honor system logic logic merit system organon point system program spoils system theology theosophy 
568,arrangement,arrangement.n.03,structure cognition psychological feature abstraction entity,calendar classification system contrivance coordinate system data structure design distribution genetic map kinship system lattice living arrangement ontology 
569,system,system.n.06,body part part thing physical entity entity,articulatory system central nervous system digestive system endocrine system immune system integumentary system mononuclear phagocyte system muscular structure musculoskeletal system nervous system peripheral nervous system reproductive system respiratory system reticuloendothelial system sensory system skeletal system tract urogenital system vascular system venation 
570,system,system.n.07,plan of action plan idea content cognition psychological feature abstraction entity,credit system legal system pricing system promotion system 
571,system,system.n.08,live body body natural object whole object physical entity entity,
572,organization,organization.n.05,orderliness regularity quality attribute abstraction entity,
573,wildflower,wildflower.n.01,angiosperm spermatophyte vascular plant plant organism living thing whole object physical entity entity,alpine gold arnica montana arrowleaf groundsel balloon flower bitterroot blackfoot daisy blazing star blue-eyed mary brittlebush butterweed cascade penstemon coast boykinia common madia coneflower davidson's penstemon desert sunflower dwarf hulsea edelweiss engelmannia false alumroot false chamomile false miterwort flame flower fleabane fringed grass of parnassus gaillardia golden-beard penstemon golden aster goldenbush goldenrod goldfields hairy golden aster hawk's-beard hawkbit heartleaf arnica heliopsis hot-rock penstemon indian paintbrush indian pipe jones' penstemon kitten-tails leatherleaf saxifrage maiden blue-eyed mary meadow rue meadow salsify mojave aster mountain pride mule's ears narrow-leaf penstemon nodding groundsel north island edelweiss northern dune tansy old man of the mountain oxeye parry's penstemon pasqueflower pinesap platte river penstemon prairie gentian prairie star purple chinese houses pussy-paw red maids rock penstemon rydberg's penstemon sagebrush buttercup sand verbena scarlet bugler shrubby penstemon siskiyou lewisia snow plant stemless golden weed stemless hymenoxys sticky aster sunray tahoka daisy trailing four o'clock whipple's penstemon white-rayed mule's ears wild carrot woolly daisy woolly sunflower yellow salsify 
573,wildflower,wildflower.n.01,wilding plant organism living thing whole object physical entity entity,alpine gold arnica montana arrowleaf groundsel balloon flower bitterroot blackfoot daisy blazing star blue-eyed mary brittlebush butterweed cascade penstemon coast boykinia common madia coneflower davidson's penstemon desert sunflower dwarf hulsea edelweiss engelmannia false alumroot false chamomile false miterwort flame flower fleabane fringed grass of parnassus gaillardia golden-beard penstemon golden aster goldenbush goldenrod goldfields hairy golden aster hawk's-beard hawkbit heartleaf arnica heliopsis hot-rock penstemon indian paintbrush indian pipe jones' penstemon kitten-tails leatherleaf saxifrage maiden blue-eyed mary meadow rue meadow salsify mojave aster mountain pride mule's ears narrow-leaf penstemon nodding groundsel north island edelweiss northern dune tansy old man of the mountain oxeye parry's penstemon pasqueflower pinesap platte river penstemon prairie gentian prairie star purple chinese houses pussy-paw red maids rock penstemon rydberg's penstemon sagebrush buttercup sand verbena scarlet bugler shrubby penstemon siskiyou lewisia snow plant stemless golden weed stemless hymenoxys sticky aster sunray tahoka daisy trailing four o'clock whipple's penstemon white-rayed mule's ears wild carrot woolly daisy woolly sunflower yellow salsify 
574,party,party.n.01,organization social group group abstraction entity,american labor party american party anti-masonic party black panthers communist party conservative party constitutional union party democratic-republican party democratic party farmer-labor party federalist party free soil party gironde green party greenback party kuomintang labor party liberal democrat party liberal party liberty party militant tendency national socialist german workers' party opposition people's party progressive party prohibition party republican party social democratic party socialist labor party socialist party states' rights democratic party third party war party whig party 
575,party,party.n.02,social gathering gathering social group group abstraction entity,dance dinner garden party hen party housewarming masquerade open house reception reunion shindig shower slumber party sociable soiree stag party wedding 
576,party,party.n.03,set social group group abstraction entity,fatigue party landing party party to the action rescue party search party stretcher party war party 
577,party,party.n.04,affair social event event psychological feature abstraction entity,bash birthday party bunfight ceilidh cocktail party dance fete house party jolly tea party whist drive 
578,party,party.n.05,person causal agent physical entity entity,assignee assignor contractor intervenor jane doe john doe litigant reversioner richard roe tort-feasor vouchee 
578,party,party.n.05,person organism living thing whole object physical entity entity,assignee assignor contractor intervenor jane doe john doe litigant reversioner richard roe tort-feasor vouchee 
579,party,party.v.01,celebrate meet,rave 
580,put option,put_option.n.02,option derivative instrument legal document document writing written communication communication abstraction entity,
581,put,put.v.01,move,appose arrange barrel bed bottle bucket butt clap cock coffin cram dispose docket emplace emplace ensconce glycerolize ground imbricate insert install intersperse jar juxtapose ladle lay lean load marshal middle misplace misplace nestle parallelize park perch pigeonhole pile pillow plant plant poise position postpose prepose rack up recess recline replace repose reposition rest seat seat seat set set down set down settle shelve ship sign siphon situate sow space stand step stratify superimpose superpose tee throw throw trench underlay upend 
582,put,put.v.02,change,put to sleep 
583,frame,frame.v.04,give voice express convey impart tell inform communicate interact act,
584,put,put.v.04,use,repose 
585,invest,invest.v.01,spend pay give transfer,buy into fund roll over shelter speculate tie up 
586,place,place.v.11,estimate calculate reason think,
587,put,put.v.07,subject affect change,
588,put,put.v.08,arrange compose make,
589,arrange,arrange.v.07,organize manage control,phrase synchronize 
590,decrease,decrease.n.01,change happening event psychological feature abstraction entity,attrition casualty dwindling shrinking sinking waning 
591,decrease,decrease.n.02,process physical entity entity,decay decline desensitization narrowing slippage wastage 
592,decrease,decrease.n.03,amount magnitude property attribute abstraction entity,drop shrinkage 
593,decrease,decrease.n.04,change of magnitude change action act event psychological feature abstraction entity,amortization contraction cut cutback de-escalation declassification deflation depletion depreciation devaluation devitalization discount easing extenuation lowering minimization moderation reverse split rollback shortening shrinking subtraction tax credit tax shelter weakening 
594,decrease,decrease.v.01,change magnitude change,abate boil down break break de-escalate decelerate decline decrescendo deflate depreciate drop off dwindle ease up remit shorten shrink shrink shrivel taper thin out vanish wane wane weaken 
595,decrease,decrease.v.02,change,abridge cut de-escalate diminish limit minimize mitigate pare reduce reduce shrink slack slake suppress turn down 
596,shape,shape.n.01,spatial property property attribute abstraction entity,angularity concavity convexity crookedness curvature dullness lobularity narrowing roundness sharpness straightness stratification topography 
597,shape,shape.n.02,attribute abstraction entity,amorphous shape angular shape circle column connection distorted shape figure flare line natural shape plane plume round shape solid square triangle 
598,human body,human_body.n.01,body natural object whole object physical entity entity,adult body female body juvenile body male body person 
599,shape,shape.n.04,concretism representation content cognition psychological feature abstraction entity,
600,form,form.n.07,appearance quality attribute abstraction entity,
601,condition,condition.n.05,good health physical condition condition state attribute abstraction entity,fitness 
602,supreme headquarters allied powers europe,supreme_headquarters_allied_powers_europe.n.01,high command leadership body social group group abstraction entity,
603,form,form.n.03,structure cognition psychological feature abstraction entity,fractal gestalt grid kaleidoscope mosaic strand 
604,determine,determine.v.02,cause make,carry weight decide dispose index indispose miscreate pace predetermine reshape time 
605,shape,shape.v.02,create from raw material make,beat carve cast chip cut out grind handbuild hill layer machine model mound preform preform puddle reshape roughcast sculpt sinter stamp swage throw 
606,shape,shape.v.03,change,block block blow crystallize cup deform dimension dish draw encircle fit flatten fork individuate plume ridge roll round scallop sliver square strike tabulate terrace tie turn twist 
607,agaric,agaric.n.01,fungus organism living thing whole object physical entity entity,
608,agaric,agaric.n.02,basidiomycete fungus organism living thing whole object physical entity entity,armillaria caligata armillaria ponderosa armillaria zelleri blewits blushing mushroom chanterelle chlorophyllum molybdites cinnabar chanterelle clitocybe clavipes clitocybe dealbata clitocybe inornata clitocybe irina clitocybe robusta clitocybe subconnexa cortinarius armillatus cortinarius atkinsonianus cortinarius corrugatus cortinarius gentilis cortinarius mutabilis cortinarius semisanguineus cortinarius subfoetidus cortinarius violaceus death cap deer mushroom destroying angel entoloma aprile entoloma lividum fairy-ring mushroom false deathcap floccose chanterelle fly agaric gymnopilus spectabilis gymnopilus validipes gymnopilus ventricosus honey mushroom horse mushroom inky cap jack-o-lantern fungus lepiota man-on-a-horse meadow mushroom milkcap mushroom mushroom nameko olive-tree agaric oyster mushroom parasol mushroom pholiota astragalina pholiota aurea pholiota destruens pholiota flammans pholiota flavida pholiota squarrosa-adiposa pholiota squarrosa pholiota squarrosoides pig's ears pluteus aurantiorugosus pluteus magnus royal agaric sandy mushroom shaggymane shoestring fungus straw mushroom stropharia ambigua stropharia hornemannii stropharia rugoso-annulata toadstool tricholoma aurantium tricholoma pardinum tricholoma pessundatum tricholoma sejunctum tricholoma vaccinum tricholoma venenata volvariella bombycina waxycap winter mushroom 
609,acid,acid.n.01,compound chemical material substance matter physical entity entity,alkapton aminobenzoic acid aqua regia arsenic acid barbituric acid boric acid boric acid bromic acid carbamic acid carbolic acid carbonic acid carboxylic acid cerotic acid chloric acid chlorous acid chromic acid citric acid cyanamide cyanic acid cyanuric acid dibasic acid dichromic acid ferricyanic acid ferrocyanic acid fluoroboric acid fluosilicic acid formic acid fulminic acid fumaric acid gallic acid gamma acid glyceric acid glycolic acid hydriodic acid hydrobromic acid hydrochloric acid hydrocyanic acid hydrofluoric acid hydrogen chloride hydroiodic acid hydroxy acid hypochlorous acid hyponitrous acid iodic acid isocyanic acid itaconic acid lansoprazole lysergic acid maleic acid manganic acid methacrylic acid monobasic acid nitric acid nitrous acid oxalacetic acid oxalic acid oxyacid pantothenic acid para aminobenzoic acid pectic acid perchloric acid permanganic acid phthalic acid picric acid pyruvic acid selenic acid silicic acid sulfanilic acid sulfonic acid tetrabasic acid thiocyanic acid titanic acid toluic acid tribasic acid triphosphoric acid undecylenic acid uric acid vitriol xanthic acid 
609,acid,acid.n.01,compound chemical material substance part relation abstraction entity,alkapton aminobenzoic acid aqua regia arsenic acid barbituric acid boric acid boric acid bromic acid carbamic acid carbolic acid carbonic acid carboxylic acid cerotic acid chloric acid chlorous acid chromic acid citric acid cyanamide cyanic acid cyanuric acid dibasic acid dichromic acid ferricyanic acid ferrocyanic acid fluoroboric acid fluosilicic acid formic acid fulminic acid fumaric acid gallic acid gamma acid glyceric acid glycolic acid hydriodic acid hydrobromic acid hydrochloric acid hydrocyanic acid hydrofluoric acid hydrogen chloride hydroiodic acid hydroxy acid hypochlorous acid hyponitrous acid iodic acid isocyanic acid itaconic acid lansoprazole lysergic acid maleic acid manganic acid methacrylic acid monobasic acid nitric acid nitrous acid oxalacetic acid oxalic acid oxyacid pantothenic acid para aminobenzoic acid pectic acid perchloric acid permanganic acid phthalic acid picric acid pyruvic acid selenic acid silicic acid sulfanilic acid sulfonic acid tetrabasic acid thiocyanic acid titanic acid toluic acid tribasic acid triphosphoric acid undecylenic acid uric acid vitriol xanthic acid 
610,acid,acid.n.02,lysergic acid diethylamide controlled substance drug agent causal agent physical entity entity,
610,acid,acid.n.02,lysergic acid diethylamide controlled substance drug agent substance matter physical entity entity,
610,acid,acid.n.02,lysergic acid diethylamide drug of abuse drug agent causal agent physical entity entity,
610,acid,acid.n.02,lysergic acid diethylamide drug of abuse drug agent substance matter physical entity entity,
610,acid,acid.n.02,lysergic acid diethylamide hallucinogen psychoactive drug drug agent causal agent physical entity entity,
610,acid,acid.n.02,lysergic acid diethylamide hallucinogen psychoactive drug drug agent substance matter physical entity entity,
611,acerb,acerb.s.02, ,
612,acidic,acidic.s.02, ,
613,acid,acid.s.03, ,
614,artery,artery.n.01,blood vessel vessel tube structure body part part thing physical entity entity,alveolar artery angular artery aorta appendicular artery arcuate artery arcuate artery of the kidney arteriole artery of the penis bulb artery of the vestibule bulb ascending artery auricular artery axillary artery basilar artery brachial artery bronchial artery buccal artery carotid artery celiac trunk central artery of the retina cerebellar artery cerebral artery cervical artery choroidal artery ciliary artery circle of willis circumflex artery colic artery communicating artery coronary artery cystic artery digital arteries epigastric artery ethmoidal artery femoral artery gastric artery gluteal artery hepatic artery ileal artery ileocolic artery iliac artery iliolumbar artery infraorbital artery innominate artery intercostal artery jejunal artery labial artery labyrinthine artery lacrimal artery laryngeal artery lienal artery lingual artery lumbar artery maxillary artery meningeal artery mesenteric artery metacarpal artery metatarsal artery musculophrenic artery nutrient artery ophthalmic artery ovarian artery palatine artery pancreatic artery perineal artery popliteal artery pudendal artery pulmonary artery radial artery rectal artery renal artery subclavian artery testicular artery ulnar artery uterine artery vaginal artery vertebral artery 
615,artery,artery.n.02,thoroughfare road way artifact whole object physical entity entity,
616,american,american.n.01,inhabitant person causal agent physical entity entity,african-american alabaman alaskan anglo-american appalachian arizonan arkansan asian american bay stater bostonian californian carolinian coloradan connecticuter creole delawarean floridian franco-american georgian german american hawaiian idahoan illinoisan indianan iowan kansan kentuckian louisianan mainer marylander michigander minnesotan mississippian missourian montanan nebraskan nevadan new englander new hampshirite new jerseyan new mexican new yorker nisei north carolinian north dakotan ohioan oklahoman oregonian pennsylvanian puerto rican rhode islander south carolinian south dakotan southerner spanish american tennessean texan tory utahan vermonter virginian washingtonian washingtonian west virginian wisconsinite wyomingite yankee yankee 
616,american,american.n.01,inhabitant person organism living thing whole object physical entity entity,african-american alabaman alaskan anglo-american appalachian arizonan arkansan asian american bay stater bostonian californian carolinian coloradan connecticuter creole delawarean floridian franco-american georgian german american hawaiian idahoan illinoisan indianan iowan kansan kentuckian louisianan mainer marylander michigander minnesotan mississippian missourian montanan nebraskan nevadan new englander new hampshirite new jerseyan new mexican new yorker nisei north carolinian north dakotan ohioan oklahoman oregonian pennsylvanian puerto rican rhode islander south carolinian south dakotan southerner spanish american tennessean texan tory utahan vermonter virginian washingtonian washingtonian west virginian wisconsinite wyomingite yankee yankee 
617,american english,american_english.n.01,english west germanic germanic indo-european natural language language communication abstraction entity,african american vernacular english 
618,american,american.n.03,inhabitant person causal agent physical entity entity,creole latin american mesoamerican north american south american west indian 
618,american,american.n.03,inhabitant person organism living thing whole object physical entity entity,creole latin american mesoamerican north american south american west indian 
619,american,american.a.01, ,
620,american,american.a.02, ,
621,activity,activity.n.01,act event psychological feature abstraction entity,acting aid attempt behavior behavior burst buzz calibration ceremony ceremony concealment continuance control creation cup of tea demand dismantling diversion domesticity education energizing enjoyment follow-up fun game grouping lamentation last laughter leadership liveliness market measurement music mystification negotiation occupation occupation operation operation operation organization perturbation placement pleasure politics practice precession preparation procedure protection provision puncture release representation role search sensory activity service sin solo space walk support support timekeeping training turn use variation verbalization waste work works worship writing wrongdoing 
622,action,action.n.02,state attribute abstraction entity,agency behavior busyness eruption operation overdrive play swing 
623,bodily process,bodily_process.n.01,organic process process physical entity entity,ablactation anastalsis breath breathing consumption control crying discharge expectoration festering healing hypostasis insemination lacrimation lactation opsonization overactivity peristalsis perspiration phagocytosis pinocytosis placentation psilosis reaction respiration sexual activity sleeping tanning transpiration 
624,activity,activity.n.04,capability susceptibility condition state attribute abstraction entity,
625,natural process,natural_process.n.01,process physical entity entity,absorption acidification adiabatic process aeration antiredeposition capture capture centrifugation chemical process chromatography concretion condensation convection curdling decay demagnetization desorption diffusion dissolution distillation drift effervescence electrophoresis establishment extinction extraction feedback filtration flocculation flow formation fossilization geological process hardening inactivation ion exchange ionization leach magnetization materialization nuclear reaction opacification oscillation oxygenation pair production phase change precession of the equinoxes radiation release saltation scattering sericulture sink soak softening sorption source stiffening stimulation succession survival synergy temperature change transduction transpiration vitrification 
626,activeness,activeness.n.02,trait attribute abstraction entity,animation dynamism 
627,part,part.n.01,relation abstraction entity,basis butt detail item language unit member remainder subpart substance unit 
628,part,part.n.02,object physical entity entity,appendage bit bottleneck bulb butt component cutout foible fore edge forte fraction heel hub jetsam limb neck peen piece pressing seat section shank spine toe turnout upstage upstairs wreckage 
629,part,part.n.03,thing physical entity entity,acicula base body part corner corpus craton cutting fragment hunk nub segment slice strip world 
630,part,part.n.04,concern interest curiosity cognitive state psychological state condition state attribute abstraction entity,
631,region,region.n.01,location object physical entity entity,aerospace air atmosphere belt biosphere black hole bottom county deep space depth distance eden extremity heliosphere hell inside intergalactic space interplanetary space interstellar space ionosphere kuiper belt layer mare outside papua radius side sign of the zodiac sind top vacuum zodiac zone 
632,function,function.n.03,duty work activity act event psychological feature abstraction entity,capacity hat portfolio second fiddle stead 
633,character,character.n.04,portrayal acting activity act event psychological feature abstraction entity,bit part heavy hero heroine ingenue title role villain 
633,character,character.n.04,portrayal acting performing arts humanistic discipline discipline knowledge domain content cognition psychological feature abstraction entity,bit part heavy hero heroine ingenue title role villain 
634,share,share.n.01,assets possession relation abstraction entity,allotment allowance cut dispensation dole interest profit sharing ration slice split tranche way 
635,part,part.n.09,concept idea content cognition psychological feature abstraction entity,beginning chukker component end final period first period frame game half high point inning middle over period quarter second period turn 
636,part,part.n.10,line location object physical entity entity,
637,part,part.n.11,tune music auditory communication communication abstraction entity,accompaniment bass primo secondo voice part 
638,contribution,contribution.n.01,attempt activity act event psychological feature abstraction entity,end 
639,separate,separate.v.09,move,break up diffract disperse 
640,separate,separate.v.08, ,break break with disassociate disunify divorce give the axe secede 
641,depart,depart.v.03,leave,blaze roar off sally forth take off 
642,separate,separate.v.12,change,calve chip detach disjoin dismember gerrymander partition polarize reduce segment segment segregate subdivide 
643,separate,separate.v.02,move,break compartmentalize cut disconnect disjoin disjoint gin joint polarize sequester sever tear tear 
644,partially,partially.r.01, ,
645,agency,agency.n.01,administrative unit unit organization social group group abstraction entity,advanced research and development activity air force intelligence surveillance and reconnaissance army intelligence ballistic missile defense organization bureau of customs bureau of diplomatic security bureau of engraving and printing bureau of intelligence and research bureau of justice assistance bureau of justice statistics bureau of the census casualty care research center center for disease control and prevention comptroller of the currency counterterrorist center defense advanced research projects agency defense information systems agency defense logistics agency defense reutilization and marketing service defense technical information center department of defense laboratory system department of energy intelligence executive agency federal aviation agency federal housing administration financial management service food and drug administration foreign service government accounting office immigration and naturalization service independent agency internal revenue service law enforcement agency local authority marine corps intelligence activity national climatic data center national geospatial-intelligence agency national guard bureau national institute of standards and technology national institutes of health national oceanic and atmospheric administration national park service national technical information service national weather service naval air warfare center weapons division naval special warfare naval surface warfare center naval underwater warfare center nonproliferation center occupational safety and health administration office of intelligence support office of naval intelligence organ patent and trademark office database technology administration transportation security administration united states air force united states army united states border patrol united states coast guard united states fish and wildlife service united states government printing office united states navy united states public health service 
646,agency,agency.n.02,business enterprise organization social group group abstraction entity,advertising agency credit bureau detective agency employment agency mercantile agency news agency service agency transfer agent travel agency 
647,agency,agency.n.03,action state attribute abstraction entity,frankenstein 
648,representation,representation.n.04,state attribute abstraction entity,free agency legal representation virus 
649,means,means.n.01,implementation act event psychological feature abstraction entity,desperate measure dint escape expedient fast track instrument open sesame road salvation stepping stone tooth voice wings 
650,brand,brand.n.02,kind category concept idea content cognition psychological feature abstraction entity,
651,shuffle,shuffle.n.01,reordering rearrangement arrangement composing creating by mental acts creation activity act event psychological feature abstraction entity,reshuffle riffle 
652,make,make.v.01, ,overdo 
653,make,make.v.02,change,get leave render 
654,make,make.v.03, ,arouse assemble bear beat beget blast bring build cause chop choreograph clear cleave compose construct copy create create by mental act create from raw material create verbally cut cut derive direct distill establish film-make film form froth generate give grind incorporate institute lay down manufacture offset originate prepare press produce produce puncture put on raise raise re-create realize recreate regenerate reproduce scrape short-circuit strike style track twine 
655,induce,induce.v.02, ,bring compel decide encourage lead let persuade prompt solicit suborn 
656,cause,cause.v.01,make,determine effect engender facilitate impel initiate make motivate occasion provoke 
657,produce,produce.v.02, ,bootleg breed churn out clap up confect custom-make cut dummy elaborate extrude fudge together generate laminate machine output overproduce prefabricate prefabricate print proof pulse put out remake render reproduce smelt turn out underproduce 
658,draw,draw.v.04,create by mental act make,
659,make,make.v.08,cause make,drive 
660,create,create.v.05,make,design design do 
661,gain,gain.v.08,get,eke out gross profit rake in rake off take home yield 
662,do,do.v.08,create make,
663,form,form.v.02,constitute,add chelate 
664,reach,reach.v.07,achieve succeed,
665,make,make.v.14,become,
666,make,make.v.15,create from raw material make,compile compose cooper fashion manufacture 
667,make,make.v.16,perform,pay 
668,construct,construct.v.01,make,cantilever channelize corduroy customize dry-wall frame groin lock raise rebuild revet wattle 
669,make,make.v.18,change,
670,make,make.v.19,act,
671,name,name.v.03,appoint,rename 
672,have,have.v.17,score gain,
673,reach,reach.v.01, ,access bottom out catch up culminate find get through ground make scale summit top top out 
674,lay down,lay_down.v.01,make,set 
675,make,make.v.24,perpetrate act,
676,make,make.v.25,assemble,
677,hold,hold.v.03,direct manage control,
678,make,make.v.27,tidy order arrange put move,
679,take,take.v.27,head proceed travel,
680,stool,stool.v.04,excrete exhaust,dung 
681,make,make.v.30,change,
682,make,make.v.31,be,
